,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,18883,26318,81141,708,546,666,83061
1,AR,1737548,1582512,285931,83995,412737,1530,1069,781,416117
2,AZ & NM,339115,331915,121602,6240,155510,3950,2547,493,162500
3,CA,285457,285457,96108,5088,120300,4033,2668,1202,128203
4,GA,2885237,1949409,97560,142664,386296,9686,1251,1812,399045
5,KS & OK,541150,425132,4445,5607,29011,646,829,440,30926
6,LA,379254,379254,22662,9731,35764,296,825,549,37434
7,MO,388113,388113,62055,12968,79266,67,159,250,79742
8,MS,1416487,1104908,233366,115534,416133,6786,2381,904,426204
9,NC & VA,1267695,1002859,80573,81585,389563,4274,1712,1043,396592
10,SC,363088,321249,39041,23980,88663,369,194,333,89559
11,TN,1826193,1410500,292677,147908,587880,3184,768,2640,594472
12,TX,5565176,4025555,261198,160894,911277,23297,19742,21565,975881
13,--TOTAL,17715356,13913009,1616101,822512,3693541,58826,34691,32678,3819736
