,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,513415,513151,180274,69434,480391,4973,315,1104,486783
1,AR,1158793,1154029,990316,58464,1124756,22494,172,1520,1148942
2,AZ & NM,99088,99088,50115,12626,99088,36476,2386,1672,139622
3,CA,176610,176610,136484,5702,174288,42385,3029,3365,223067
4,GA,1313837,1285149,308928,193248,1254492,50724,5230,2862,1313308
5,KS & OK,340719,340279,53974,28831,324554,2305,469,654,327982
6,LA,260361,260361,195212,23707,232120,1251,114,1270,234755
7,MO,261025,261025,197679,20938,253656,5120,37,199,259012
8,MS,695857,688974,562473,40963,652639,14613,374,3026,670652
9,NC & VA,703018,700000,253998,71520,668482,30413,3110,2412,704417
10,SC,178003,176678,105493,18651,175194,4279,229,524,180226
11,TN,752733,739421,637253,49781,721065,43680,1445,1785,767975
12,TX,3850396,3707832,1113532,341717,3130727,198734,18773,38627,3386861
13,--TOTAL,10303855,10102597,4785731,935582,9291452,457447,35683,59020,9843602
