,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,5758,27042,63112,669,502,666,64949
1,AR,1740706,1582512,155717,78909,315296,517,956,760,317529
2,AZ & NM,339115,331915,107835,7565,143253,3950,2546,493,150242
3,CA,285457,285457,80586,5029,103733,3954,2529,1179,111395
4,GA,2902508,1949409,36408,115482,288951,8510,1230,1814,300505
5,KS & OK,541150,425132,2792,1227,19101,572,829,440,20942
6,LA,379254,379254,10163,7026,21278,295,825,549,22947
7,MO,388113,388113,47058,8038,64279,67,159,250,64755
8,MS,1433964,1104908,83345,135271,338773,1389,2314,904,343380
9,NC & VA,1275149,1002859,49727,109457,337329,3842,1722,1048,343941
10,SC,363603,321249,17790,28608,71445,355,194,333,72327
11,TN,1855021,1410500,228085,116161,466933,2231,649,2550,472363
12,TX,5608450,4025555,215361,161693,782883,21145,19449,21496,844973
13,--TOTAL,17833333,13913009,1040625,801508,3016366,47496,33904,32482,3130248
