,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,5758,27671,66331,669,502,666,68168
1,AR,1740693,1582512,171601,79988,331913,602,966,781,334262
2,AZ & NM,339115,331915,111569,7040,147347,3950,2546,493,154336
3,CA,285457,285457,82731,6397,109353,3954,2529,1179,117015
4,GA,2899324,1949409,37003,133512,308559,9024,1246,1815,320644
5,KS & OK,541150,425132,3202,2228,20541,572,829,440,22382
6,LA,379254,379254,10237,7107,22412,295,825,549,24081
7,MO,388113,388113,49015,8635,67077,67,159,250,67553
8,MS,1431812,1104908,87194,138271,352902,2154,2330,904,358290
9,NC & VA,1274612,1002859,49700,111775,354688,3842,1722,1048,361300
10,SC,363522,321249,17709,28547,75366,355,194,333,76248
11,TN,1846172,1410500,234190,135234,488649,2231,649,2550,494079
12,TX,5600286,4025555,223397,192235,823010,21884,19464,21496,885854
13,--TOTAL,17810353,13913009,1083306,878640,3168148,49599,33961,32504,3284212
