,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,607982,599816,70077,126544,317671,1934,307,1066,320978
1,AR,1319173,1240091,645222,203691,901623,8023,162,1501,911309
2,AZ & NM,269509,269509,120805,68845,224143,16522,1642,1666,243973
3,CA,304367,304367,184951,6884,223996,26274,2926,3335,256531
4,GA,2316664,1798153,234698,634246,1196795,28914,4961,2750,1233420
5,KS & OK,736729,700588,105185,150191,434281,910,139,505,435835
6,LA,264630,264278,77026,27880,117078,362,112,1242,118794
7,MO,320299,320299,116357,71746,216639,844,37,198,217718
8,MS,886635,699796,395726,86013,506207,3437,368,2741,512753
9,NC & VA,959632,833671,124758,181622,515932,11353,2622,1995,531902
10,SC,289510,274018,116171,40853,195041,1458,166,489,197154
11,TN,956299,850535,559739,117856,710357,13896,1405,1736,727394
12,TX,6200215,5194751,1143385,728681,3317681,112186,17576,32002,3479445
13,--TOTAL,15431644,13349872,3894100,2445052,8877444,226113,32423,51226,9187206
