,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,10106,10106,0,12275,10106,19383,397,1139,31025
1,AR,69076,69076,7414,76303,69076,123192,330,1654,194252
2,AZ & NM,3644,3644,0,24795,3644,90056,3036,1930,98666
3,CA,982,982,211,6951,982,69833,3296,3365,77476
4,GA,21009,21009,0,52856,21009,125992,6258,2864,156123
5,KS & OK,0,0,0,455,0,5351,524,833,6708
6,LA,40445,40445,13940,3872,40444,5497,135,1270,47346
7,MO,247,247,0,10532,247,22430,47,208,22932
8,MS,29126,29126,6595,88624,29126,110500,1348,3118,144092
9,NC & VA,87,1,0,103517,86,143625,3447,2455,149613
10,SC,4,0,0,21560,0,27491,286,526,28303
11,TN,12415,12415,3974,114745,12415,217417,1551,2779,234162
12,TX,855004,830509,201995,251615,730013,426342,19473,40026,1215854
13,--TOTAL,1042145,1017560,234129,768100,917148,1387109,40128,62167,2406552
