,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,27320,70325,154469,775,623,678,156545
1,AR,1726167,1582512,354667,202565,620284,1551,1073,781,623689
2,AZ & NM,336134,331915,128197,18327,185578,4624,2598,501,193301
3,CA,285457,285457,110181,4820,140048,4203,2751,1212,148214
4,GA,2758832,1949408,84842,363248,625127,10251,1383,1817,638578
5,KS & OK,539669,425132,10103,73687,137840,731,833,440,139844
6,LA,379254,379254,36180,14562,64414,387,858,549,66208
7,MO,388113,388113,78928,34720,121032,67,159,250,121508
8,MS,1340123,1104908,262570,190105,534654,7871,2490,905,545920
9,NC & VA,1231776,1002599,95371,151912,508039,5606,1940,1047,516632
10,SC,350287,321234,40270,55193,122664,592,199,369,123824
11,TN,1719304,1410498,381014,245220,752762,3658,869,2632,759921
12,TX,5380278,4025555,301724,265371,1159965,25656,20305,21694,1227620
13,--TOTAL,17155613,13912547,1911367,1690055,5126876,65972,36081,32875,5261804
