,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,507642,507378,180237,69434,474618,4973,315,1104,481010
1,AR,1156944,1152180,989493,58464,1122907,22494,172,1520,1147093
2,AZ & NM,99088,99088,50115,12626,99088,36476,2386,1672,139622
3,CA,174928,174928,136484,5702,172606,42385,3029,3365,221385
4,GA,1297997,1269309,307591,193336,1238740,50724,5230,2862,1297556
5,KS & OK,333898,333458,53699,28831,317733,2305,469,654,321161
6,LA,260361,260361,195212,23707,232120,1251,114,1270,234755
7,MO,260306,260306,197679,20938,252937,5120,37,199,258293
8,MS,695857,688974,562472,40963,652639,14613,374,3026,670652
9,NC & VA,696235,693217,253173,72053,661789,30856,3110,2412,698167
10,SC,176131,174806,104269,18909,173322,4537,229,524,178612
11,TN,752733,739421,637252,49781,721065,43680,1445,1785,767975
12,TX,3791068,3648504,1108942,341807,3071491,198734,18773,38627,3327625
13,--TOTAL,10203188,10001930,4776618,936551,9191055,458148,35683,59020,9743906
