,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,24364,0,38437,574,1167,40178
1,AR,0,0,0,84946,0,199401,392,1663,201456
2,AZ & NM,0,0,0,19088,0,121888,3762,2238,127888
3,CA,0,0,0,5628,0,82347,3317,3527,89191
4,GA,0,0,79,110199,0,205339,6386,2866,214591
5,KS & OK,0,0,0,1658,0,8220,525,834,9579
6,LA,0,0,0,6363,0,10729,135,1270,12134
7,MO,0,0,0,13941,0,39880,49,383,40312
8,MS,0,0,0,169051,0,235471,1829,3129,240429
9,NC & VA,0,0,0,125247,0,226801,3567,2733,233101
10,SC,0,0,0,16609,0,41549,346,527,42422
11,TN,34,34,9958,127266,34,338178,1789,3056,343057
12,TX,329700,329700,84400,138867,328299,579554,20306,40328,968487
13,--TOTAL,329734,329734,94437,843227,328333,2127794,42977,63721,2562825
