,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720043,705962,68066,83187,211337,831,626,682,213476
1,AR,1706184,1582512,530280,149555,726830,1572,1074,832,730308
2,AZ & NM,334574,330355,134295,24529,200829,4626,2598,539,208592
3,CA,285457,285457,128254,3216,151187,4244,2751,1212,159394
4,GA,2674278,1949408,175612,374610,817042,10504,1431,1864,830841
5,KS & OK,534642,425132,13797,90711,187132,782,833,440,189187
6,LA,379254,379254,54506,17336,82617,387,858,549,84411
7,MO,388113,388113,120845,20802,150189,69,247,250,150755
8,MS,1268665,1104908,378107,141965,580608,7870,2542,905,591925
9,NC & VA,1193439,1002401,188197,118914,571161,6682,2125,1047,581015
10,SC,341821,320402,55342,52736,143656,593,199,370,144818
11,TN,1700705,1410498,683772,121311,905771,3977,868,2632,913248
12,TX,5200438,4023854,358327,424702,1398518,27538,20361,21741,1468158
13,--TOTAL,16727613,13908256,2889400,1623574,6126877,69675,36513,33063,6266128
