,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,17886,0,27124,397,1139,28660
1,AR,13427,13427,0,96353,13427,153628,338,1655,169048
2,AZ & NM,500,500,0,17497,500,103739,3062,2122,109423
3,CA,0,0,0,8161,0,72970,3296,3365,79631
4,GA,0,0,0,70782,0,153215,6339,2865,162419
5,KS & OK,0,0,0,159,0,5690,525,834,7049
6,LA,12430,12430,0,5102,12430,7785,135,1270,21620
7,MO,0,0,0,14158,0,28013,47,208,28268
8,MS,1526,1526,423,129248,1526,163348,1518,3118,169510
9,NC & VA,1,1,0,106646,0,168923,3533,2458,174914
10,SC,4,0,0,16847,0,32103,331,527,32961
11,TN,34,34,4334,137929,34,267827,1567,2779,272207
12,TX,622991,614468,179845,260151,574244,505843,19909,40319,1140315
13,--TOTAL,650913,642386,184602,880919,602161,1690208,40997,62659,2396025
