,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,23975,34137,97730,709,626,666,99731
1,AR,1732728,1582512,333400,121151,496421,1533,1069,781,499804
2,AZ & NM,338987,331915,122294,11239,165569,3950,2547,493,172559
3,CA,285457,285457,103306,7247,131438,4203,2751,1212,139604
4,GA,2853581,1949409,104173,199749,463416,10021,1256,1815,476508
5,KS & OK,541150,425132,7884,21338,65684,649,831,440,67604
6,LA,379254,379254,27747,17496,50595,387,825,549,52356
7,MO,388113,388113,68793,19740,94952,67,159,250,95428
8,MS,1397700,1104908,261432,151129,470062,7222,2381,904,480569
9,NC & VA,1254382,1002773,95588,110596,433217,5234,1713,1047,441211
10,SC,361774,321234,46715,37693,106521,549,199,335,107604
11,TN,1786834,1410500,322787,205362,665076,3469,781,2632,671958
12,TX,5490975,4025555,278898,179883,973428,24745,19865,21684,1039722
13,--TOTAL,17531778,13912908,1796992,1116760,4214109,62738,35003,32808,4344658
