,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,631937,599839,7633,35757,98040,827,304,1060,100231
1,AR,1349189,1240091,76130,168888,336949,3256,133,754,341092
2,AZ & NM,278548,271867,91706,11109,123256,6625,1611,1194,132686
3,CA,304939,304939,67843,9120,98113,18990,1984,1062,120149
4,GA,2626568,1798901,23749,150103,287001,14968,1652,2631,306252
5,KS & OK,835603,760012,26535,65645,145923,289,60,231,146503
6,LA,264630,264278,4267,15999,26587,274,105,542,27508
7,MO,320299,320299,39301,32001,88416,430,15,129,88990
8,MS,1050216,699823,27466,144120,262655,1522,375,1001,265553
9,NC & VA,1085807,836142,21993,81307,250521,5588,2481,1869,260459
10,SC,294777,275088,3286,29732,63941,396,164,445,64946
11,TN,1114889,850589,182608,133506,405607,8456,515,757,415335
12,TX,7378130,5208121,184152,427414,1449235,54879,15660,29968,1549742
13,--TOTAL,17535532,13429989,756669,1304701,3636244,116500,25059,41643,3819446
