,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,26969,69440,151300,775,623,678,153376
1,AR,1726967,1582512,352823,198844,614214,1551,1073,781,617619
2,AZ & NM,336134,331915,128197,18958,185404,4624,2598,501,193127
3,CA,285457,285457,110150,5347,139876,4203,2751,1212,148042
4,GA,2763808,1949408,86431,354604,617656,10252,1384,1822,631114
5,KS & OK,539757,425132,10038,72798,136252,730,829,440,138251
6,LA,379254,379254,35977,16550,64326,387,825,549,66087
7,MO,388113,388113,77448,35068,119708,67,159,250,120184
8,MS,1341293,1104908,259782,183946,528952,7871,2490,905,540218
9,NC & VA,1232833,1002599,95837,148044,504598,5606,1850,1047,513101
10,SC,351129,321234,40944,54392,122365,592,199,369,123525
11,TN,1720564,1410498,374180,241808,747787,3658,869,2632,754946
12,TX,5387811,4025555,300149,255064,1153839,25810,20305,21694,1221648
13,--TOTAL,17173339,13912547,1898925,1654863,5086277,66126,35955,32880,5221238
