,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,31343,0,57682,777,1035,59494
1,AR,0,0,0,108924,0,224847,1464,839,227150
2,AZ & NM,0,0,0,11837,0,98858,5329,2251,106438
3,CA,0,0,0,17552,0,65443,16398,2747,84588
4,GA,0,0,0,82331,0,167036,9347,3682,180065
5,KS & OK,0,0,0,8100,0,28031,102,243,28376
6,LA,0,0,0,7449,0,12198,274,630,13102
7,MO,0,0,0,14829,0,53973,423,144,54540
8,MS,0,0,0,95394,0,160952,1212,1329,163493
9,NC & VA,0,0,0,73197,0,167735,3846,3528,175109
10,SC,0,0,0,12284,0,33922,317,609,34848
11,TN,0,0,90,72560,0,264625,4456,946,270027
12,TX,107620,107620,8797,187411,107620,852353,34746,41804,1036523
13,--TOTAL,107620,107620,8887,723211,107620,2187655,78691,59787,2433753
