,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,9718,62887,164718,994,306,1062,167080
1,AR,1338556,1240091,105813,291123,609203,4257,151,1244,614855
2,AZ & NM,276273,271867,103011,37676,169667,7482,1641,1666,180456
3,CA,304939,304939,115263,16491,156738,23751,2798,1066,184353
4,GA,2551439,1798901,25853,322191,573102,21183,4096,2654,601035
5,KS & OK,824064,759358,73940,163467,334784,544,127,239,335694
6,LA,264630,264278,5596,27848,48969,274,105,542,49890
7,MO,320299,320299,48548,43008,134038,437,24,129,134628
8,MS,998290,699823,40100,175199,422880,1834,380,1726,426820
9,NC & VA,1073009,835971,25189,106370,371573,7151,2583,1899,383206
10,SC,293682,274169,3391,62765,124953,648,165,451,126217
11,TN,1020654,850589,174559,195185,558144,9538,1618,1692,570992
12,TX,6880464,5208086,407617,707937,2235214,77669,16387,30562,2359832
13,--TOTAL,16772735,13428210,1138598,2212147,5903983,155762,30381,44932,6135058
