,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,27560,0,50985,330,1035,52350
1,AR,0,0,0,100134,0,198819,1464,839,201122
2,AZ & NM,0,0,0,12539,0,88927,5275,2251,96453
3,CA,0,0,0,14801,0,58422,15194,2368,75984
4,GA,0,0,0,78109,0,152451,6175,3648,162274
5,KS & OK,0,0,0,4109,0,21771,102,222,22095
6,LA,0,0,0,7722,0,9928,274,630,10832
7,MO,0,0,0,13322,0,48341,160,144,48645
8,MS,0,0,0,67870,0,125096,857,1243,127196
9,NC & VA,0,0,0,74891,0,151914,3822,3522,159258
10,SC,0,0,0,14593,0,30268,312,605,31185
11,TN,0,0,0,75677,0,239067,4020,921,244008
12,TX,312325,312055,44405,185799,309230,744971,29196,40032,1123429
13,--TOTAL,312325,312055,44405,677126,309230,1920960,67181,57460,2354831
