,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720043,705962,36225,87032,204994,819,626,682,207121
1,AR,1709781,1582512,349023,249089,717011,1571,1073,781,720436
2,AZ & NM,334574,330355,130313,22836,198706,4626,2598,539,206469
3,CA,285457,285457,118259,3068,150401,4244,2751,1212,158608
4,GA,2692426,1949408,77920,459221,801986,10502,1428,1864,815780
5,KS & OK,536767,425132,12519,89126,184241,769,833,440,186283
6,LA,379254,379254,40836,21514,79989,387,858,549,81783
7,MO,388113,388113,80872,48114,147389,69,247,250,147955
8,MS,1279535,1104908,255771,212720,583317,7867,2541,905,594630
9,NC & VA,1200400,1002428,87851,156904,566787,6682,2125,1047,576641
10,SC,343491,321194,35846,64224,142002,593,199,370,143164
11,TN,1702936,1410498,395790,246094,894865,3977,868,2632,902342
12,TX,5222545,4023854,302399,426862,1366447,27322,20361,21741,1435871
13,--TOTAL,16795322,13909075,1923624,2086804,6038135,69428,36508,33012,6177083
