,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,164320,164320,0,13090,164234,9189,319,1108,174850
1,AR,485533,485533,7414,37145,485445,73358,204,1520,560527
2,AZ & NM,13552,13552,0,3853,13552,67864,2576,1799,85791
3,CA,38708,38708,211,11811,38708,63065,3029,3365,108167
4,GA,261784,261422,0,50392,260291,92401,5908,2828,361428
5,KS & OK,64796,64796,0,1805,64796,4719,524,833,70872
6,LA,142553,142553,14778,2990,142551,2957,114,1270,146892
7,MO,87947,87947,0,4979,87947,14718,47,208,102920
8,MS,361429,361429,16225,37334,361428,52414,1415,3111,418368
9,NC & VA,125298,125212,0,55303,124768,84858,3243,2445,215314
10,SC,21948,21944,0,15697,21943,18961,286,526,41716
11,TN,335911,334598,59152,70801,332532,134931,1600,1837,470900
12,TX,1511945,1473426,202175,230402,1236815,309198,18991,38736,1603740
13,--TOTAL,3615724,3575440,299955,535602,3335010,928633,38256,59586,4361485
