,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,632510,599839,6279,29920,75591,827,304,1056,77778
1,AR,1349264,1240091,68489,137398,277629,3080,118,747,281574
2,AZ & NM,278895,271867,87910,3573,110436,6033,1416,1120,119005
3,CA,304939,304939,50835,21000,86346,18278,1936,1062,107622
4,GA,2641874,1798901,20380,113013,215785,14058,1329,2530,233702
5,KS & OK,836921,760012,11681,37358,73997,214,59,231,74501
6,LA,264630,264278,2044,10376,17433,274,105,542,18354
7,MO,320299,320299,33247,25347,72400,430,15,129,72974
8,MS,1064510,699823,24959,122049,215036,1514,375,1003,217928
9,NC & VA,1088268,836142,18330,85441,207474,4197,1724,1826,215221
10,SC,294777,275088,2820,16881,44324,318,164,445,45251
11,TN,1117862,850589,163507,89622,326736,7960,449,675,335820
12,TX,7455631,5208121,126768,279623,1135571,44222,14896,29834,1224523
13,--TOTAL,17650380,13429989,617249,971601,2858758,101405,22890,41200,3024253
