,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,617002,599839,9833,133984,250296,1610,307,1066,253279
1,AR,1331122,1240091,132280,344945,780523,6152,162,1501,788338
2,AZ & NM,274166,271867,107814,63425,203195,9163,1641,1666,215665
3,CA,304939,304939,141294,26430,204918,25697,2805,2007,235427
4,GA,2423249,1798585,23892,560207,880849,25809,4884,2674,914216
5,KS & OK,774091,728552,66910,186975,396939,877,139,371,398326
6,LA,264630,264278,5774,48234,87054,362,112,1240,88768
7,MO,320299,320299,51012,74318,176435,552,37,135,177159
8,MS,921231,699796,54896,164816,460687,2873,364,2008,465932
9,NC & VA,1025674,835179,24534,157447,452583,8787,2604,1993,465967
10,SC,291867,274018,2112,87040,167555,1353,166,489,169563
11,TN,986936,850535,208049,218778,663125,11112,1605,1736,677578
12,TX,6429987,5204809,481642,1051843,2838689,96877,17491,31928,2984985
13,--TOTAL,15965193,13392787,1310042,3118442,7562848,191224,32317,48814,7835203
