,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,6545,25389,67560,669,502,666,69397
1,AR,1740606,1582512,180241,84784,337995,602,966,781,340344
2,AZ & NM,339115,331915,114072,7054,147361,3950,2546,493,154350
3,CA,285457,285457,83492,7185,110740,3954,2529,1179,118402
4,GA,2898617,1949409,38368,141166,318990,9028,1246,1815,331079
5,KS & OK,541150,425132,3202,2138,20715,572,829,440,22556
6,LA,379254,379254,10269,7505,22986,295,825,549,24655
7,MO,388113,388113,49177,8639,67253,67,159,250,67729
8,MS,1431007,1104908,87324,137399,359693,2831,2332,904,365760
9,NC & VA,1273892,1002859,49878,104043,358187,3842,1722,1048,364799
10,SC,363522,321249,17709,29792,76788,355,194,333,77670
11,TN,1842482,1410500,234888,141127,494537,2232,650,2550,499969
12,TX,5598767,4025555,225498,190742,831653,22061,19464,21496,894674
13,--TOTAL,17802825,13913009,1100663,886963,3214458,50458,33964,32504,3331384
