,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,22975,0,45256,330,1035,46621
1,AR,931,931,0,89400,931,188119,1430,839,191319
2,AZ & NM,200,200,0,10575,200,86835,5332,2247,94614
3,CA,0,0,0,11468,0,55562,13200,2343,71105
4,GA,1,1,0,70387,1,142263,4877,3612,150753
5,KS & OK,0,0,0,4538,0,20451,102,222,20775
6,LA,4054,4054,0,6229,4054,8435,274,630,13393
7,MO,0,0,0,11923,0,46766,160,144,47070
8,MS,0,0,0,60177,0,114822,590,1242,116654
9,NC & VA,0,0,0,81363,0,143337,3655,3500,150492
10,SC,0,0,0,14018,0,29161,312,605,30078
11,TN,0,0,0,73475,0,226796,3635,921,231352
12,TX,416739,415653,70811,181454,404356,690812,27697,39664,1162529
13,--TOTAL,421925,420839,70811,637982,409542,1798615,61594,57004,2326755
