,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,632251,599839,7275,40135,91028,827,304,1060,93219
1,AR,1349264,1240091,74942,155039,308989,3089,118,754,312950
2,AZ & NM,278895,271867,88556,8158,117024,6372,1521,1194,126111
3,CA,304939,304939,61519,13531,93938,18706,1936,1062,115642
4,GA,2630848,1798901,23167,135809,259060,14127,1366,2613,277166
5,KS & OK,836482,760012,12799,81379,129013,220,60,231,129524
6,LA,264630,264278,3445,14168,23261,274,105,542,24182
7,MO,320299,320299,35136,31425,82131,430,15,129,82705
8,MS,1053760,699823,25573,131355,238720,1514,375,1003,241612
9,NC & VA,1087116,836142,19623,93683,232317,4431,1725,1826,240299
10,SC,294777,275088,3088,25727,55022,378,164,445,56009
11,TN,1116865,850589,170850,118592,375794,7951,449,675,384869
12,TX,7408980,5208121,148343,383923,1302161,51086,15535,29839,1398621
13,--TOTAL,17579106,13429989,674316,1232924,3308458,109405,23673,41373,3482909
