,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,4686,29239,0,72614,824,1095,74533
1,AR,0,0,64752,137180,0,272255,3080,865,276200
2,AZ & NM,0,0,85244,5715,0,110259,5332,2536,118127
3,CA,0,0,49689,21698,0,82164,18278,2998,103440
4,GA,0,0,20079,109959,0,212861,13307,3848,230016
5,KS & OK,0,0,11681,31754,0,67243,209,290,67742
6,LA,0,0,2044,9151,0,16208,274,647,17129
7,MO,0,0,31425,26931,0,71693,430,144,72267
8,MS,0,0,24789,122910,0,211824,1514,1378,214716
9,NC & VA,0,0,17398,83281,0,204195,4197,3550,211942
10,SC,0,0,2719,16564,0,43804,318,609,44731
11,TN,0,0,156477,95342,0,324458,7960,1124,333542
12,TX,0,0,108988,274319,0,1106467,43370,44466,1194303
13,--TOTAL,0,0,579971,964043,0,2796045,99093,63550,2958688
