,Region,2021,2022,2023,2024,2025
0,AL & FL,602391,759134,694823,668205,567061
1,AR,1117721,1174984,1115706,1433646,1214710
2,AZ & NM,225424,206894,188818,177201,139951
3,CA,250573,272054,188170,229669,220555
4,GA,2007378,2574581,1923516,1728321,1631975
5,KS & OK,542449,329531,343493,383862,435168
6,LA,255584,398317,244520,377552,264248
7,MO,282220,356222,359120,364311,299503
8,MS,928360,1236411,928326,1131129,727988
9,NC & VA,905403,1128529,886885,918548,789792
10,SC,307523,343624,268181,275405,232824
11,TN,1024289,1223930,1226257,1384569,791673
12,TX,6303833,3013415,2900877,3930233,4524981
