,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,264478,264478,79679,27187,260589,7608,315,1108,269620
1,AR,749522,749438,506934,59442,748378,57393,205,1520,807496
2,AZ & NM,27691,27691,15637,26325,27691,58109,2576,1775,90151
3,CA,79965,79965,56789,7281,79963,55051,3029,3365,141408
4,GA,519002,516062,110623,71709,512338,75687,5881,2822,596728
5,KS & OK,130485,130485,32056,3411,129433,3940,476,833,134682
6,LA,198294,198294,136999,18865,194943,2249,114,1270,198576
7,MO,144671,144671,95339,12353,144583,11827,47,208,156665
8,MS,534314,533698,435717,37085,530874,34817,1354,3087,570132
9,NC & VA,291551,291465,100360,48345,287415,63814,3185,2413,356827
10,SC,51953,51685,24602,13449,51902,14940,254,526,67622
11,TN,522066,517075,343339,84769,515332,103661,1577,1830,622400
12,TX,2151741,2079341,559893,255303,1757106,261514,18847,38735,2076202
13,--TOTAL,5665733,5584348,2497967,665524,5240547,750610,37860,59492,6088509
