,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,606399,599816,184555,114567,415962,2396,310,1077,419745
1,AR,1291398,1239745,914939,103024,1021109,10063,162,1501,1032835
2,AZ & NM,244251,244251,161663,37034,223455,25010,1995,1667,252127
3,CA,286371,286371,195182,23292,246926,31172,2968,3365,284431
4,GA,2120869,1797526,476421,578928,1489160,32176,4983,2751,1529070
5,KS & OK,662256,650840,111257,111218,491650,1049,139,516,493354
6,LA,264630,264278,118686,20116,147398,363,114,1269,149144
7,MO,320299,320299,224238,28230,256867,844,37,198,257946
8,MS,830186,699796,485198,62910,561935,5565,371,2754,570625
9,NC & VA,903863,829791,208346,162474,636035,16452,2734,2040,657261
10,SC,278953,274018,149099,26318,229082,1758,196,524,231560
11,TN,893505,835242,661426,59415,734163,19041,1403,1782,756389
12,TX,5880025,5146311,2018915,629751,3868225,141364,18014,32712,4060315
13,--TOTAL,14583005,13188284,5909925,1957277,10321967,287253,33426,52156,10694802
