,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,593388,590326,192377,110480,483731,2925,310,1077,488043
1,AR,1253864,1232161,1009471,76633,1087619,12737,163,1510,1102029
2,AZ & NM,196042,196042,122562,20823,189147,29616,2259,1668,222690
3,CA,256967,256967,194407,12658,238051,35101,3029,3365,279546
4,GA,1913212,1762691,479303,491772,1609741,35426,5082,2833,1653082
5,KS & OK,576067,568655,89818,97758,469394,1501,139,523,471557
6,LA,264266,264266,145304,32454,188889,715,114,1270,190988
7,MO,320299,320299,258085,17093,285089,1657,37,198,286981
8,MS,780369,699796,521699,57368,594713,8761,371,2760,606605
9,NC & VA,854978,822810,217950,147712,710796,20531,2913,2129,736369
10,SC,275201,271586,157249,19321,250448,1936,196,524,253104
11,TN,840112,811794,675781,47300,736890,24510,1403,1782,764585
12,TX,5378846,5007298,1910640,561068,4042933,164161,18113,36076,4261283
13,--TOTAL,13503611,12804691,5974646,1692440,10887441,339577,34129,55715,11316862
