,Region,2021,2022,2023,2024,2025
0,AL & FL,673844,857192,742604,706265,606399
1,AR,1196891,1358295,1156637,1629526,1291398
2,AZ & NM,356580,351439,278230,311792,244251
3,CA,274044,319620,203235,281935,286371
4,GA,2649575,3185579,2400508,2296437,2120869
5,KS & OK,774975,424752,389642,478598,662256
6,LA,255930,412671,244549,379254,264630
7,MO,315831,398195,382134,388113,320299
8,MS,1035320,1255451,935662,1165153,830186
9,NC & VA,971281,1253188,952047,1052455,903863
10,SC,396647,438697,315342,324077,278953
11,TN,1127315,1392889,1370010,1528296,893505
12,TX,8025805,3407539,3082703,4659717,5880025
