,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,135573,135573,0,10394,135487,11796,319,1108,148710
1,AR,415685,415685,7414,38847,415597,77262,204,1520,494583
2,AZ & NM,11938,11938,0,7124,11938,71060,2651,1799,87448
3,CA,24895,24895,211,10510,24895,64577,3029,3365,95866
4,GA,196567,196205,0,51531,195635,96763,5997,2832,301227
5,KS & OK,49577,49577,0,563,49577,4719,524,833,55653
6,LA,129077,129077,14778,3079,129075,3133,114,1270,133592
7,MO,73122,73122,0,4097,73122,15508,47,208,88885
8,MS,318525,318525,16224,40442,318524,55242,1404,3118,378288
9,NC & VA,83847,83761,0,59369,83670,89890,3243,2445,179248
10,SC,16492,16488,0,16651,16488,20002,286,526,37302
11,TN,284073,282773,42816,81458,282773,147088,1602,1837,433300
12,TX,1386361,1351256,201995,241037,1145881,318408,18993,38736,1522018
13,--TOTAL,3125732,3088875,283438,565102,2882662,975448,38413,59597,3956120
