,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,9073,50986,137067,828,305,1062,139262
1,AR,1344553,1240091,92907,260526,529397,3943,146,1206,534692
2,AZ & NM,276543,271867,100217,26971,153277,7482,1641,1666,164066
3,CA,304939,304939,94892,15958,132779,22035,2336,1066,158216
4,GA,2587982,1798901,31400,257872,478853,17551,3004,2648,502056
5,KS & OK,828660,760007,61176,149447,290649,435,127,239,291450
6,LA,264630,264278,5596,22568,39929,274,105,542,40850
7,MO,320299,320299,46594,43272,123703,437,24,129,124293
8,MS,1017702,699823,32428,173208,380504,1631,380,1286,383801
9,NC & VA,1079675,836142,23903,92305,329338,5721,2481,1891,339431
10,SC,294689,275088,3402,55872,107042,552,164,451,108209
11,TN,1055351,850589,181056,198636,526986,9680,1318,1455,539439
12,TX,7079895,5208087,315547,578926,1999999,71532,15874,30339,2117744
13,--TOTAL,17081354,13429950,998191,1926547,5229523,142101,27905,43980,5443509
