,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,717226,705962,75766,150928,313162,1142,626,717,315647
1,AR,1674692,1582512,540427,284840,903358,1974,1108,832,907272
2,AZ & NM,331570,327436,138752,38112,222904,4771,2730,553,230958
3,CA,285393,285393,140969,9027,173428,4920,2795,1249,182392
4,GA,2515836,1949174,161900,603982,1140835,11791,1509,2081,1156216
5,KS & OK,505714,425128,22217,85605,247441,795,833,446,249515
6,LA,379254,379254,59492,37212,117632,586,906,551,119675
7,MO,388113,388113,125471,55431,191767,69,247,250,192333
8,MS,1205884,1104889,383371,154885,649941,7780,2547,905,661173
9,NC & VA,1147566,994381,177450,162136,684464,7277,2360,1047,695148
10,SC,333364,320402,48737,79938,183665,685,199,370,184919
11,TN,1644574,1410498,708693,218471,1053138,4044,880,2607,1060669
12,TX,4999081,4023562,372151,612689,1788591,32888,21552,21750,1864781
13,--TOTAL,16128267,13896704,2955396,2493256,7670326,78722,38292,33358,7820698
