,Region,2021,2022,2023,2024,2025
0,AL & FL,651073,811170,728087,687649,586430
1,AR,1156041,1250933,1137291,1557050,1248575
2,AZ & NM,279689,256868,226534,230145,184469
3,CA,268122,290938,198430,260941,253715
4,GA,2354076,2890916,2164612,1999271,1850019
5,KS & OK,654752,394502,374181,443796,538692
6,LA,255754,398513,244549,379169,264266
7,MO,310129,392846,375765,382406,320299
8,MS,973327,1247586,930334,1146509,768365
9,NC & VA,942925,1197883,930034,989380,839148
10,SC,352982,407013,294018,304041,266950
11,TN,1075745,1310367,1277675,1436926,829339
12,TX,7119663,3226313,3006335,4255565,5200490
