,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,26990,0,43979,576,1167,45722
1,AR,0,0,0,88417,0,214377,431,1663,216471
2,AZ & NM,0,0,0,17360,0,124453,3762,2238,130453
3,CA,0,0,0,3997,0,84804,3317,3527,91648
4,GA,0,0,79,106399,0,226831,6440,2880,236151
5,KS & OK,0,0,0,3707,0,11465,525,1268,13258
6,LA,0,0,0,7657,0,13758,195,1270,15223
7,MO,0,0,0,19980,0,45923,49,383,46355
8,MS,0,0,0,133455,0,259469,1684,3129,264282
9,NC & VA,0,0,0,124022,0,254314,3619,2627,260560
10,SC,0,0,0,18810,0,48185,354,527,49066
11,TN,0,0,9959,115054,0,355474,1806,3056,360336
12,TX,176146,176146,25149,109442,176138,614536,20446,40339,851459
13,--TOTAL,176146,176146,35187,775290,176138,2297568,43204,64074,2580984
