,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,36396,91201,189271,814,626,682,191393
1,AR,1716109,1582512,354446,244614,682195,1551,1073,781,685600
2,AZ & NM,335706,331487,130447,18270,191580,4624,2598,501,199303
3,CA,285457,285457,114207,5351,148149,4244,2751,1212,156356
4,GA,2718081,1949408,85892,454138,742840,10518,1393,1838,756589
5,KS & OK,537383,425132,12236,90846,174085,762,833,440,176120
6,LA,379254,379254,39401,20177,75380,387,858,549,77174
7,MO,388113,388113,80696,45119,136396,69,247,250,136962
8,MS,1300242,1104908,258858,213703,560985,7871,2541,905,572302
9,NC & VA,1210828,1002428,92156,163666,550002,6591,2125,1047,559765
10,SC,344935,321234,37250,62551,133395,593,199,370,134557
11,TN,1706120,1410498,394364,258081,840450,3887,868,2632,847837
12,TX,5274255,4025366,305219,388625,1294225,26719,20329,21722,1362995
13,--TOTAL,16916702,13911759,1941568,2056342,5718953,68630,36441,32929,5856953
