,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,625908,599839,9718,71549,175616,1015,306,1062,177999
1,AR,1338556,1240091,124339,293153,638518,4392,161,1244,644315
2,AZ & NM,276273,271867,105025,38680,175060,7482,1641,1666,185849
3,CA,304939,304939,119629,17052,163627,24717,2798,1066,192208
4,GA,2528361,1798901,25700,346786,603456,21867,4213,2658,632194
5,KS & OK,819350,757628,72739,167339,341951,549,127,239,342866
6,LA,264630,264278,5596,30980,53866,280,106,542,54794
7,MO,320299,320299,50773,42410,137296,437,30,135,137898
8,MS,988660,699823,53458,170321,435668,1854,369,1726,439617
9,NC & VA,1070207,835971,26618,118893,388360,7299,2583,1899,400141
10,SC,293595,274169,3304,63865,128956,917,165,451,130489
11,TN,1014823,850535,181375,194942,579061,9539,1612,1686,591898
12,TX,6812319,5208084,433692,746431,2323668,79918,16445,31807,2451838
13,--TOTAL,16657920,13426424,1211966,2302401,6145103,160266,30556,46181,6382106
