,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,5664,5664,0,14177,5664,21379,397,1139,28579
1,AR,47396,47396,7414,82320,47396,130005,330,1654,179385
2,AZ & NM,2919,2919,0,27325,2919,94588,3062,2121,102690
3,CA,808,808,211,7171,808,71010,3296,3365,78479
4,GA,8280,8280,0,53933,8280,129611,6258,2864,147013
5,KS & OK,0,0,0,178,0,5442,524,833,6799
6,LA,32194,32194,13940,4047,32194,5761,135,1270,39360
7,MO,0,0,0,10884,0,22782,47,208,23037
8,MS,18524,18524,6595,92639,18524,122218,1348,3118,145208
9,NC & VA,87,1,0,98950,86,147715,3448,2455,153704
10,SC,4,0,0,19177,0,28419,331,527,29277
11,TN,3787,3787,3974,123974,3787,228713,1551,2779,236830
12,TX,797723,775208,201995,262933,690638,443483,19587,40300,1194008
13,--TOTAL,917386,894781,234129,797708,810296,1451126,40314,62633,2364369
