,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,34156,0,62005,824,1065,63894
1,AR,0,0,0,116357,0,236022,1739,849,238610
2,AZ & NM,0,0,0,4414,0,99480,5329,2339,107148
3,CA,0,0,0,19194,0,68827,17467,2747,89041
4,GA,0,0,0,97600,0,180666,11264,3753,195683
5,KS & OK,0,0,0,7084,0,30849,102,243,31194
6,LA,0,0,0,8386,0,13570,274,630,14474
7,MO,0,0,0,17288,0,57219,429,144,57792
8,MS,0,0,0,102818,0,171575,1212,1333,174120
9,NC & VA,0,0,0,76024,0,176987,3857,3528,184372
10,SC,0,0,0,13754,0,35744,317,609,36670
11,TN,0,0,90,76522,0,281194,4634,949,286777
12,TX,36646,36646,27,198858,36646,918164,35712,41931,1032453
13,--TOTAL,36646,36646,117,772455,36646,2332302,83160,60120,2512228
