,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,166216,166216,0,13090,166130,9189,319,1108,176746
1,AR,493346,493346,7414,37145,493258,73358,204,1520,568340
2,AZ & NM,13552,13552,0,3853,13552,67864,2576,1799,85791
3,CA,38708,38708,211,11811,38708,63065,3029,3365,108167
4,GA,267632,267270,0,50392,266139,92401,5908,2828,367276
5,KS & OK,66009,66009,0,1805,66009,4719,524,833,72085
6,LA,142868,142868,14778,2990,142866,2957,114,1270,147207
7,MO,90639,90639,0,4979,90639,14718,47,208,105612
8,MS,361429,361429,16225,37334,361428,52414,1415,3111,418368
9,NC & VA,130758,130672,0,55303,130228,84858,3243,2445,220774
10,SC,21948,21944,0,15697,21943,18961,286,526,41716
11,TN,337964,336651,59152,70801,334585,134931,1600,1837,472953
12,TX,1539366,1500847,202175,230402,1264236,309198,18991,38736,1631161
13,--TOTAL,3670435,3630151,299955,535602,3389721,928633,38256,59586,4416196
