,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,607806,599816,70207,140896,347858,2129,307,1066,351360
1,AR,1316332,1240091,647367,231661,944288,8109,162,1501,954060
2,AZ & NM,266556,266556,120371,71006,230354,17693,1642,1667,251356
3,CA,304091,304091,191525,7810,233468,27297,2926,3335,267026
4,GA,2262473,1798009,223707,721105,1290829,29331,4964,2750,1327874
5,KS & OK,707810,687509,89682,146842,442996,910,139,505,444550
6,LA,264630,264278,78844,30269,121896,362,112,1242,123612
7,MO,320299,320299,118226,78679,227537,844,37,198,228616
8,MS,877375,699796,393888,100671,519144,3616,369,2746,525875
9,NC & VA,943869,832613,121089,210863,551380,13077,2700,2040,569197
10,SC,286989,274018,119403,46212,204987,1545,166,489,207187
11,TN,946955,850489,554715,133138,726955,15258,1405,1822,745440
12,TX,6141069,5185885,1151631,697864,3495724,120766,17739,32051,3666280
13,--TOTAL,15246254,13323450,3880655,2617016,9337416,240937,32668,51412,9662433
