,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,34684,0,61039,824,1065,62928
1,AR,0,0,0,114766,0,231038,1464,839,233341
2,AZ & NM,0,0,0,4238,0,99392,5329,2251,106972
3,CA,0,0,0,17643,0,67790,16419,2747,86956
4,GA,0,0,0,89355,0,172658,10388,3709,186755
5,KS & OK,0,0,0,9325,0,29346,102,243,29691
6,LA,0,0,0,8558,0,13395,274,630,14299
7,MO,0,0,0,16414,0,55647,423,144,56214
8,MS,0,0,0,100885,0,167759,1212,1329,170300
9,NC & VA,0,0,0,76990,0,174151,3857,3528,181536
10,SC,0,0,0,13178,0,34816,317,609,35742
11,TN,0,0,90,79482,0,272943,4458,946,278347
12,TX,64456,64456,39,195859,64456,894023,35440,41869,1035788
13,--TOTAL,64456,64456,129,761377,64456,2273997,80507,59909,2478869
