,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,5530,25813,59434,669,502,666,61271
1,AR,1740706,1582512,133192,68693,289473,438,955,753,291619
2,AZ & NM,339115,331915,105752,7301,139520,3923,2546,493,146482
3,CA,285457,285457,74285,7050,100098,3954,2529,1179,107760
4,GA,2905720,1949409,34665,106445,272527,8253,1228,1789,283797
5,KS & OK,541150,425132,2626,2693,18410,563,829,440,20242
6,LA,379254,379254,9537,6499,20223,295,825,485,21828
7,MO,388113,388113,45900,8272,60600,67,138,250,61055
8,MS,1440790,1104908,64692,123181,325763,1389,2314,904,330370
9,NC & VA,1279934,1002859,44319,108588,318782,3817,1722,1045,325366
10,SC,363603,321249,16510,23232,64604,354,194,333,65485
11,TN,1863500,1410500,189510,112980,438402,2223,647,2503,443775
12,TX,5626040,4025555,202280,146065,745398,20713,19449,21496,807056
13,--TOTAL,17874225,13913009,928798,746812,2853234,46658,33878,32336,2966106
