,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,719250,705962,71001,104917,244026,831,626,682,246165
1,AR,1697046,1582512,537324,191235,780467,1674,1074,832,784047
2,AZ & NM,333374,329155,134315,25953,205494,4508,2594,552,213148
3,CA,285457,285457,129193,9685,158236,4584,2758,1212,166790
4,GA,2624275,1949408,167615,497479,944114,10623,1432,2070,958239
5,KS & OK,526208,425132,14870,108747,215098,788,833,446,217165
6,LA,379254,379254,57287,19993,91126,534,858,549,93067
7,MO,388113,388113,123097,30338,162364,69,247,250,162930
8,MS,1248802,1104908,384817,127468,605072,7780,2542,905,616299
9,NC & VA,1185782,999736,188455,136554,610896,6802,2314,1047,621059
10,SC,339436,320402,54446,61706,157606,684,199,370,158859
11,TN,1687381,1410498,700637,151163,957561,4060,836,2629,965086
12,TX,5145710,4023762,369515,527621,1533017,29059,20591,21753,1604420
13,--TOTAL,16560088,13904299,2932572,1992859,6665077,71996,36904,33297,6807274
