,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,26638,0,67846,824,1094,69764
1,AR,0,0,0,127762,0,257331,3068,863,261262
2,AZ & NM,0,0,0,8277,0,106485,5329,2502,114316
3,CA,0,0,0,18785,0,76749,17487,2747,96983
4,GA,0,0,0,105049,0,200097,12098,3833,216028
5,KS & OK,0,0,0,25128,0,53783,199,290,54272
6,LA,0,0,0,9501,0,15201,274,647,16122
7,MO,0,0,0,24818,0,67299,430,144,67873
8,MS,0,0,0,120529,0,192380,1514,1380,195274
9,NC & VA,0,0,0,74023,0,189662,4017,3549,197228
10,SC,0,0,0,15806,0,39998,317,609,40924
11,TN,0,0,0,85690,0,305834,7960,1124,314918
12,TX,1927,1927,0,227286,1927,1019769,40248,42950,1104894
13,--TOTAL,1927,1927,0,869292,1927,2592434,93765,61732,2749858
