,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,31274,85880,173078,778,624,682,175162
1,AR,1721334,1582512,355717,229693,654775,1551,1073,781,658180
2,AZ & NM,336017,331798,129614,14762,187009,4624,2598,501,194732
3,CA,285457,285457,112426,4119,144269,4203,2751,1212,152435
4,GA,2735434,1949408,84315,417520,684261,10492,1385,1837,697975
5,KS & OK,539317,425132,11408,72613,145040,759,833,440,147072
6,LA,379254,379254,36599,19387,70169,387,858,549,71963
7,MO,388113,388113,80072,41214,128941,67,247,250,129505
8,MS,1315472,1104908,256973,213457,551581,7871,2541,905,562898
9,NC & VA,1217537,1002513,94236,168585,534698,6413,2125,1047,544283
10,SC,346942,321234,37999,59652,127373,592,199,369,128533
11,TN,1712087,1410498,388616,256018,806775,3662,869,2632,813938
12,TX,5316349,4025462,298836,325849,1214698,26170,20327,21707,1282902
13,--TOTAL,17013532,13912251,1918085,1908749,5422667,67569,36430,32912,5559578
