,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,24624,48225,115724,713,628,674,117739
1,AR,1731946,1582512,339568,157668,547402,1537,1069,781,550789
2,AZ & NM,336892,331915,125947,15750,174858,3988,2598,493,181937
3,CA,285457,285457,106925,3689,133010,4203,2751,1212,141176
4,GA,2834327,1949408,105826,236275,513662,10117,1310,1815,526904
5,KS & OK,540974,425132,8565,38907,87874,668,831,440,89813
6,LA,379254,379254,29690,18596,56470,387,825,549,58231
7,MO,388113,388113,70535,25042,102915,67,159,250,103391
8,MS,1383532,1104908,264024,172156,506778,7581,2400,904,517663
9,NC & VA,1247027,1002773,95756,119102,456805,5236,1711,1047,464799
10,SC,359871,321234,46106,40340,111091,549,199,335,112174
11,TN,1757793,1410498,334334,207543,696407,3657,869,2632,703565
12,TX,5466540,4025555,288057,198138,1045035,25148,19946,21694,1111823
13,--TOTAL,17432569,13912905,1839957,1281431,4548031,63851,35296,32826,4680004
