,Region,2021,2022,2023,2024,2025
0,AL & FL,666982,837107,740848,696728,601040
1,AR,1177292,1312512,1139278,1610818,1263600
2,AZ & NM,323399,297153,263953,273647,226136
3,CA,271244,308965,200844,274568,269817
4,GA,2536671,3071045,2301444,2143246,2004883
5,KS & OK,731862,417665,383159,467089,608214
6,LA,255832,402477,244549,379220,264454
7,MO,315831,398195,382131,388113,320299
8,MS,1010780,1252199,931036,1155578,794939
9,NC & VA,957083,1223842,943521,1008897,875061
10,SC,389439,432030,313108,317992,278689
11,TN,1103197,1349550,1314117,1472144,852858
12,TX,7679570,3337349,3051852,4446949,5532895
