,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,378617,378617,123368,33915,367080,6727,315,1108,375230
1,AR,956702,956618,754807,44004,947322,39634,205,1520,988681
2,AZ & NM,51658,51658,24644,15711,51658,49008,2475,1750,104891
3,CA,112312,112312,84983,5784,112138,51295,3029,3365,169827
4,GA,812742,806411,189011,93785,798742,64421,5847,2822,871832
5,KS & OK,206817,206817,42006,7598,203894,3119,469,656,208138
6,LA,231306,231306,166325,17508,220579,1809,114,1270,223772
7,MO,197286,197286,148006,9878,196142,8698,37,199,205076
8,MS,639131,637623,552814,26141,627149,23338,386,3029,653902
9,NC & VA,455483,455397,164284,43948,444660,50677,3112,2413,500862
10,SC,93958,93690,51475,10230,93525,10848,254,526,105153
11,TN,649714,640745,512902,60218,636394,71763,1528,1818,711503
12,TX,2807483,2715426,723267,279591,2306914,239329,18792,38693,2603728
13,--TOTAL,7593209,7483906,3537892,648311,7006197,620666,36563,59169,7722595
