,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,632421,599839,6279,32631,78212,827,304,1060,80403
1,AR,1349264,1240091,68489,139394,279557,3080,118,751,283506
2,AZ & NM,278895,271867,87910,3038,110878,6033,1416,1120,119447
3,CA,304939,304939,50835,20304,86784,18278,1936,1062,108060
4,GA,2637249,1798901,20380,113282,212408,14050,1329,2530,230317
5,KS & OK,836921,760012,11681,39293,76550,214,59,231,77054
6,LA,264630,264278,2044,11345,18402,274,105,542,19323
7,MO,320299,320299,33247,26055,73108,430,15,129,73682
8,MS,1063356,699823,24959,126552,218418,1514,375,1003,221310
9,NC & VA,1088268,836142,18330,81901,208707,4197,1724,1826,216454
10,SC,294777,275088,2820,16799,44948,318,164,445,45875
11,TN,1117365,850589,163507,92820,329527,7960,449,675,338611
12,TX,7451882,5208121,126768,289449,1151130,44768,14983,29835,1240716
13,--TOTAL,17640266,13429989,617249,992863,2888629,101943,22977,41209,3054758
