,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,626436,599839,9072,46567,129756,828,305,1062,131951
1,AR,1346066,1240091,89668,263729,503043,3879,146,1206,508274
2,AZ & NM,277851,271867,99593,25405,149411,7482,1641,1662,160196
3,CA,304939,304939,91211,15699,128578,21947,2336,1066,153927
4,GA,2594356,1798901,31133,240183,447033,16861,2280,2649,468823
5,KS & OK,830774,760011,61096,148405,285762,361,127,239,286489
6,LA,264630,264278,5595,19277,36373,274,105,542,37294
7,MO,320299,320299,46594,46080,118569,437,24,129,119159
8,MS,1022010,699823,32694,190888,366801,1631,380,1286,370098
9,NC & VA,1081552,836142,23759,95214,321316,5721,2481,1890,331408
10,SC,294689,275088,3402,49605,99042,552,164,449,100207
11,TN,1067992,850589,187781,199541,513069,9410,1211,1188,524878
12,TX,7145977,5208087,311642,532818,1946830,68220,15847,30154,2061051
13,--TOTAL,17177571,13429954,993240,1873411,5045583,137603,27047,43522,5253755
