,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,614973,599839,10125,147748,277978,1896,307,1066,281247
1,AR,1324205,1240091,133653,343533,820002,6414,162,1501,828079
2,AZ & NM,272466,271667,107396,69867,209496,11892,1641,1666,224695
3,CA,304939,304939,161259,18549,215749,25784,2805,3327,247665
4,GA,2392277,1798585,25271,629671,993001,26629,4897,2685,1027212
5,KS & OK,763954,719727,63904,186302,405410,879,139,416,406844
6,LA,264630,264278,6310,54313,98850,362,112,1240,100564
7,MO,320299,320299,52129,78682,186686,730,37,135,187588
8,MS,908521,699796,55402,171637,474786,2961,364,2734,480845
9,NC & VA,1004487,835179,26408,173757,465176,10617,2608,1993,480394
10,SC,291169,274018,1548,74840,176935,1353,166,489,178943
11,TN,979172,850535,249665,236485,691821,12357,1429,1736,707343
12,TX,6337005,5203705,498879,1052937,2995808,99289,17494,31935,3144526
13,--TOTAL,15778097,13382658,1391949,3238321,8011698,201163,32161,50923,8295945
