,Region,2021,2022,2023,2024,2025
0,AL & FL,679449,862811,743114,714295,607545
1,AR,1209902,1382491,1175523,1638384,1312569
2,AZ & NM,375470,372356,283994,327868,263056
3,CA,275015,320905,203807,284835,300060
4,GA,2707268,3271481,2449378,2363351,2218594
5,KS & OK,799450,430612,390533,491597,692463
6,LA,255930,413815,244549,379254,264630
7,MO,315831,398195,382134,388113,320299
8,MS,1055740,1257025,940826,1177128,866662
9,NC & VA,979471,1271882,969624,1093329,930052
10,SC,397153,439319,316636,326428,285490
11,TN,1139399,1427522,1398537,1571046,934873
12,TX,8180762,3457818,3105999,4775529,6073312
