,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,25988,0,41640,574,1167,43381
1,AR,0,0,0,88501,0,205515,428,1663,207606
2,AZ & NM,0,0,0,16905,0,123118,3762,2238,129118
3,CA,0,0,0,5739,0,83663,3317,3527,90507
4,GA,0,0,79,109912,0,216562,6416,2875,225853
5,KS & OK,0,0,0,3202,0,10390,525,834,11749
6,LA,0,0,0,7777,0,12841,135,1270,14246
7,MO,0,0,0,17369,0,43134,49,383,43566
8,MS,0,0,0,136963,0,247096,1829,3129,252054
9,NC & VA,0,0,0,134783,0,246014,3618,2627,252259
10,SC,0,0,0,18730,0,45491,354,527,46372
11,TN,34,34,9959,127373,34,349609,1806,3056,354505
12,TX,241886,241886,47364,121673,241676,601432,20427,40339,903874
13,--TOTAL,241920,241920,57402,814915,241710,2226505,43240,63635,2575090
