,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,495600,495336,174354,61134,464699,5061,315,1104,471179
1,AR,1143187,1139276,976152,51284,1112362,23754,172,1520,1137808
2,AZ & NM,88585,88585,48064,14209,88585,38231,2386,1672,130874
3,CA,166746,166746,130650,6295,165948,44308,3029,3365,216650
4,GA,1242435,1218319,282165,178520,1191923,53363,5330,2863,1253479
5,KS & OK,316765,316677,46941,22745,302200,2395,469,654,305718
6,LA,256978,256978,183794,24589,230939,1339,114,1270,233662
7,MO,255713,255713,193485,20959,249408,5843,37,199,255487
8,MS,687406,681935,559490,46021,649470,15452,386,3026,668334
9,NC & VA,667369,665063,244591,63974,637387,32776,3110,2413,675686
10,SC,165552,164667,97465,18992,163445,4712,229,524,168910
11,TN,743924,731150,627359,53745,716322,45686,1430,1805,765243
12,TX,3666660,3538297,1031416,310521,2980572,203717,18773,38638,3241700
13,--TOTAL,9896920,9718742,4595926,872988,8953260,476637,35780,59053,9524730
