,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,26236,0,49661,330,1035,51026
1,AR,0,0,0,96768,0,195453,1464,839,197756
2,AZ & NM,0,0,0,11693,0,88242,5275,2251,95768
3,CA,0,0,0,14625,0,57988,15194,2368,75550
4,GA,1,1,0,75740,1,149992,6175,3648,159816
5,KS & OK,0,0,0,4486,0,21507,102,222,21831
6,LA,855,855,0,7634,855,9840,274,630,11599
7,MO,0,0,0,13060,0,48079,160,144,48383
8,MS,0,0,0,65446,0,122716,813,1243,124772
9,NC & VA,0,0,0,72860,0,148975,3655,3502,156132
10,SC,0,0,0,14417,0,30092,312,605,31009
11,TN,0,0,0,71750,0,235302,3947,921,240170
12,TX,333056,332424,50208,186249,328802,735387,29104,39926,1133219
13,--TOTAL,333912,333280,50208,660964,329658,1893234,66805,57334,2347031
