,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720219,705962,27842,78625,164781,775,624,678,166858
1,AR,1724281,1582512,354792,211451,632697,1551,1073,781,636102
2,AZ & NM,336134,331915,128283,18589,185840,4624,2598,501,193563
3,CA,285457,285457,111547,3690,140482,4203,2751,1212,148648
4,GA,2746322,1949408,82715,381589,642592,10268,1385,1841,656086
5,KS & OK,539493,425132,10228,73667,140872,749,833,440,142894
6,LA,379254,379254,36354,15829,66196,387,858,549,67990
7,MO,388113,388113,79104,37745,124504,67,247,250,125068
8,MS,1326324,1104908,256445,202773,542742,7871,2541,905,554059
9,NC & VA,1223634,1002599,94418,162732,517023,5606,1940,1047,525616
10,SC,348767,321234,38750,57895,125791,592,199,369,126951
11,TN,1716271,1410498,382391,245200,771684,3658,869,2632,778843
12,TX,5359841,4025555,301213,281587,1173780,25987,20308,21707,1241782
13,--TOTAL,17094110,13912547,1904082,1771372,5228984,66338,36226,32912,5364460
