,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,622118,599839,9719,96864,203277,1578,307,1066,206228
1,AR,1336331,1240091,126163,325357,700637,5186,161,1244,707228
2,AZ & NM,276273,271867,106781,43285,184259,7581,1641,1666,195147
3,CA,304939,304939,127206,14277,177250,25001,2798,2007,207056
4,GA,2493180,1798901,24937,433390,717443,23974,4875,2655,748947
5,KS & OK,805010,748048,66678,180866,370889,647,127,339,372002
6,LA,264630,264278,5596,31720,63940,286,106,716,65048
7,MO,320299,320299,50922,55083,151354,457,31,135,151977
8,MS,962073,699823,53897,162459,452391,2406,370,1740,456907
9,NC & VA,1054786,835933,23899,134948,413285,7817,2602,1993,425697
10,SC,292388,274018,2633,70913,142520,1248,166,451,144385
11,TN,1004076,850535,192655,217308,624634,9867,1612,1705,637818
12,TX,6666503,5208081,459070,840999,2526144,85248,16728,31835,2659955
13,--TOTAL,16402606,13416652,1250156,2607469,6728023,171296,31524,47552,6978395
