,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,607806,599816,70207,140896,347858,2129,307,1066,351360
1,AR,1316332,1240091,647367,231661,944288,8109,162,1501,954060
2,AZ & NM,266556,266556,120371,71006,230354,17693,1642,1667,251356
3,CA,304091,304091,191525,7810,232178,27297,2926,3335,265736
4,GA,2262473,1798009,223707,721105,1290829,29331,4964,2750,1327874
5,KS & OK,708099,687798,89682,147301,443285,910,139,505,444839
6,LA,264630,264278,78844,30269,121896,362,112,1242,123612
7,MO,320299,320299,118226,78679,227537,844,37,198,228616
8,MS,877375,699796,393888,100671,519144,3616,369,2746,525875
9,NC & VA,943869,832613,121089,210863,551380,13077,2700,2040,569197
10,SC,286989,274018,119403,46212,204987,1545,166,489,207187
11,TN,947043,850489,554803,133138,727043,15258,1405,1822,745528
12,TX,6141652,5186468,1151631,698048,3496307,120766,17739,32051,3666863
13,--TOTAL,15247214,13324322,3880743,2617659,9337086,240937,32668,51412,9662103
