,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720843,706146,18704,22420,75606,708,523,666,77503
1,AR,1738598,1582512,282969,61415,385488,1530,1069,781,388868
2,AZ & NM,339115,331915,119964,5064,153808,3950,2546,493,160797
3,CA,285457,285457,94338,3745,116916,3999,2668,1202,124785
4,GA,2890450,1949409,94874,131084,369405,9582,1251,1815,382053
5,KS & OK,541150,425132,3846,4579,25038,572,829,440,26879
6,LA,379254,379254,20028,8301,31740,295,825,549,33409
7,MO,388113,388113,61902,9217,75143,67,159,250,75619
8,MS,1421581,1104908,212556,119239,400461,5479,2369,904,409213
9,NC & VA,1269641,1002859,79340,88062,383224,4274,1705,1043,390246
10,SC,363170,321249,38757,21829,85443,369,194,333,86339
11,TN,1833001,1410500,285372,124111,552649,2672,734,2550,558605
12,TX,5577118,4025555,251048,169036,883998,22936,19479,21497,947910
13,--TOTAL,17747491,13913009,1563698,768102,3538919,56433,34351,32523,3662226
