,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,719602,705962,67976,87069,216180,831,626,682,218319
1,AR,1703835,1582512,528381,159381,735027,1572,1074,832,738505
2,AZ & NM,334374,330155,134135,22685,200719,4626,2598,539,208482
3,CA,285457,285457,128341,3656,151627,4244,2751,1212,159834
4,GA,2663840,1949408,171211,388164,827674,10504,1431,1864,841473
5,KS & OK,533239,425132,13523,92098,187734,782,833,440,189789
6,LA,379254,379254,54506,17160,83585,387,858,549,85379
7,MO,388113,388113,120845,23399,152786,69,247,250,153352
8,MS,1262762,1104908,374801,145473,581439,7870,2542,905,592756
9,NC & VA,1190746,1001032,187934,119830,577672,6682,2153,1047,587554
10,SC,341569,320402,55090,55738,147630,593,199,370,148792
11,TN,1699456,1410498,683774,124908,911723,3977,868,2632,919200
12,TX,5187154,4023767,357918,449675,1416601,27802,20430,21742,1486575
13,--TOTAL,16689401,13906600,2878435,1689236,6190397,69939,36610,33064,6330010
