,Region,2021,2022,2023,2024,2025
0,AL & FL,2.0,8709.0,4287.0,12251.0,8430.0
1,AR,1551.0,34628.0,42777.0,88986.0,56939.0
2,AZ & NM,4746.0,11572.0,6900.0,11454.0,3129.0
3,CA,3.0,33.0,,,934.0
4,GA,736.0,12438.0,3125.0,1312.0,14545.0
5,KS & OK,846.0,,,151.0,
6,LA,6786.0,57994.0,57576.0,47929.0,35319.0
7,MO,,4111.0,1659.0,12956.0,
8,MS,739.0,63583.0,32862.0,97440.0,22097.0
9,NC & VA,344.0,2389.0,198.0,,87.0
10,SC,14.0,666.0,,,4.0
11,TN,656.0,9865.0,4711.0,39181.0,6808.0
12,TX,764934.0,999203.0,934617.0,955873.0,818351.0
