,State,Total Issued 2026,Total New Issued 2026,Held by CCC 2026,Under Shipping Order,Open 2026,Open 2025,Open 2024,Open 2023 and earlier,Total Open
0,AL & FL,0,0,0,32577,0,57418,777,1035,59230
1,AR,0,0,0,112235,0,222296,1464,839,224599
2,AZ & NM,0,0,0,9123,0,96055,5329,2251,103635
3,CA,0,0,0,14655,0,62116,16398,2747,81261
4,GA,0,0,0,85531,0,164143,9314,3682,177139
5,KS & OK,0,0,0,7214,0,27145,102,243,27490
6,LA,0,0,0,6393,0,11059,274,630,11963
7,MO,0,0,0,14819,0,53180,423,144,53747
8,MS,0,0,0,86950,0,149884,1151,1329,152364
9,NC & VA,0,0,0,70345,0,163643,3846,3528,171017
10,SC,0,0,0,12035,0,33201,312,607,34120
11,TN,0,0,172,75950,0,259552,4305,933,264790
12,TX,133496,133496,13660,181100,133496,826430,32740,41921,1034587
13,--TOTAL,133496,133496,13832,708927,133496,2126122,76435,59889,2395942
