,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,182438,182438,15704,16667,181827,9011,319,1108,192265
1,AR,559384,559384,194095,35550,559296,70176,205,1520,631197
2,AZ & NM,14817,14817,2486,29576,14817,66969,2576,1799,86161
3,CA,48868,48868,5988,9921,48868,60364,3029,3365,115626
4,GA,322010,321121,0,43711,320160,83514,5886,2828,412388
5,KS & OK,81654,81654,18280,1893,81654,4286,482,833,87255
6,LA,159929,159929,22691,2458,159839,2513,114,1270,163736
7,MO,103792,103792,33094,5155,103792,14278,47,208,118325
8,MS,415109,415109,98756,31937,415108,44719,1408,3087,464322
9,NC & VA,163653,163567,6894,50303,162590,79477,3227,2420,247714
10,SC,29106,29102,4762,14908,29101,17945,254,526,47826
11,TN,380636,377378,145900,65492,377257,127811,1577,1831,508476
12,TX,1662632,1611565,453331,221171,1364212,296391,18990,38735,1718328
13,--TOTAL,4124028,4068724,1001981,528742,3818521,877454,38114,59530,4793619
